P001 | Cam1 | US-West | 1 | 2025-08-11 00:20:39
|cam1|Unknown|0|2025-08-20 22:39:17
|cam2|Unknown|0|2025-08-20 22:39:17
|cam3|Unknown|0|2025-08-20 22:39:17
|cam4|Unknown|0|2025-08-20 22:39:17
|cam5|Unknown|0|2025-08-20 22:39:17
|cam1|Unknown|0|2025-08-20 22:39:18
|cam2|Unknown|0|2025-08-20 22:39:18
|cam3|Unknown|0|2025-08-20 22:39:18
|cam4|Unknown|0|2025-08-20 22:39:18
|cam5|Unknown|0|2025-08-20 22:39:18
|cam1|Unknown|0|2025-08-20 22:39:19
|cam2|Unknown|0|2025-08-20 22:39:19
|cam3|Unknown|0|2025-08-20 22:39:19
|cam4|Unknown|0|2025-08-20 22:39:19
|cam5|Unknown|0|2025-08-20 22:39:19
|cam1|Unknown|0|2025-08-20 22:39:19
|cam2|Unknown|0|2025-08-20 22:39:19
|cam3|Unknown|0|2025-08-20 22:39:19
|cam4|Unknown|0|2025-08-20 22:39:19
|cam5|Unknown|0|2025-08-20 22:39:19
|cam1|Unknown|0|2025-08-20 22:39:20
|cam2|Unknown|0|2025-08-20 22:39:20
|cam3|Unknown|0|2025-08-20 22:39:20
|cam4|Unknown|0|2025-08-20 22:39:20
|cam5|Unknown|0|2025-08-20 22:39:20
|cam1|Unknown|0|2025-08-20 22:39:21
|cam2|Unknown|0|2025-08-20 22:39:21
|cam3|Unknown|0|2025-08-20 22:39:21
|cam4|Unknown|0|2025-08-20 22:39:21
|cam5|Unknown|0|2025-08-20 22:39:21
|cam1|Unknown|0|2025-08-20 22:39:22
|cam2|Unknown|0|2025-08-20 22:39:22
|cam3|Unknown|0|2025-08-20 22:39:22
|cam4|Unknown|0|2025-08-20 22:39:22
|cam5|Unknown|0|2025-08-20 22:39:22
|cam1|Unknown|0|2025-08-20 22:39:22
|cam2|Unknown|0|2025-08-20 22:39:22
|cam3|Unknown|0|2025-08-20 22:39:22
|cam4|Unknown|0|2025-08-20 22:39:22
|cam5|Unknown|0|2025-08-20 22:39:22
|cam1|Unknown|0|2025-08-20 22:39:23
|cam2|Unknown|0|2025-08-20 22:39:23
|cam3|Unknown|0|2025-08-20 22:39:23
|cam4|Unknown|0|2025-08-20 22:39:23
|cam5|Unknown|0|2025-08-20 22:39:23
|cam1|Unknown|0|2025-08-20 22:39:24
|cam2|Unknown|0|2025-08-20 22:39:24
|cam3|Unknown|0|2025-08-20 22:39:24
|cam4|Unknown|0|2025-08-20 22:39:24
|cam5|Unknown|0|2025-08-20 22:39:24
|cam1|Unknown|0|2025-08-20 22:39:25
|cam2|Unknown|0|2025-08-20 22:39:25
|cam3|Unknown|0|2025-08-20 22:39:25
|cam4|Unknown|0|2025-08-20 22:39:25
|cam5|Unknown|0|2025-08-20 22:39:25
|cam1|Unknown|0|2025-08-20 22:39:25
|cam2|Unknown|0|2025-08-20 22:39:25
|cam3|Unknown|0|2025-08-20 22:39:25
|cam4|Unknown|0|2025-08-20 22:39:25
|cam5|Unknown|0|2025-08-20 22:39:25
|cam1|Unknown|0|2025-08-20 22:39:26
|cam2|Unknown|0|2025-08-20 22:39:26
|cam3|Unknown|0|2025-08-20 22:39:26
|cam4|Unknown|0|2025-08-20 22:39:26
|cam5|Unknown|0|2025-08-20 22:39:26
|cam1|Unknown|0|2025-08-20 22:39:27
|cam2|Unknown|0|2025-08-20 22:39:27
|cam3|Unknown|0|2025-08-20 22:39:27
|cam4|Unknown|0|2025-08-20 22:39:27
|cam5|Unknown|0|2025-08-20 22:39:27
|cam1|Unknown|0|2025-08-20 22:39:28
|cam2|Unknown|0|2025-08-20 22:39:28
|cam3|Unknown|0|2025-08-20 22:39:28
|cam4|Unknown|0|2025-08-20 22:39:28
|cam5|Unknown|0|2025-08-20 22:39:28
|cam1|Unknown|0|2025-08-20 22:39:28
|cam2|Unknown|0|2025-08-20 22:39:28
|cam3|Unknown|0|2025-08-20 22:39:28
|cam4|Unknown|0|2025-08-20 22:39:28
|cam5|Unknown|0|2025-08-20 22:39:28
|cam1|Unknown|0|2025-08-20 22:39:29
|cam2|Unknown|0|2025-08-20 22:39:29
|cam3|Unknown|0|2025-08-20 22:39:29
|cam4|Unknown|0|2025-08-20 22:39:29
|cam5|Unknown|0|2025-08-20 22:39:29
|cam1|Unknown|0|2025-08-20 22:39:30
|cam2|Unknown|0|2025-08-20 22:39:30
|cam3|Unknown|0|2025-08-20 22:39:30
|cam4|Unknown|0|2025-08-20 22:39:30
|cam5|Unknown|0|2025-08-20 22:39:30
|cam1|Unknown|0|2025-08-20 22:39:31
|cam2|Unknown|0|2025-08-20 22:39:31
|cam3|Unknown|0|2025-08-20 22:39:31
|cam4|Unknown|0|2025-08-20 22:39:31
|cam5|Unknown|0|2025-08-20 22:39:31
|cam1|Unknown|0|2025-08-20 22:39:31
|cam2|Unknown|0|2025-08-20 22:39:31
|cam3|Unknown|0|2025-08-20 22:39:31
|cam4|Unknown|0|2025-08-20 22:39:31
|cam5|Unknown|0|2025-08-20 22:39:31
|cam1|Unknown|0|2025-08-20 22:39:32
|cam2|Unknown|0|2025-08-20 22:39:32
|cam3|Unknown|0|2025-08-20 22:39:32
|cam4|Unknown|0|2025-08-20 22:39:32
|cam5|Unknown|0|2025-08-20 22:39:32
|cam1|Unknown|0|2025-08-20 22:39:33
|cam2|Unknown|0|2025-08-20 22:39:33
|cam3|Unknown|0|2025-08-20 22:39:33
|cam4|Unknown|0|2025-08-20 22:39:33
|cam5|Unknown|0|2025-08-20 22:39:33
|cam1|Unknown|0|2025-08-20 22:39:34
|cam2|Unknown|0|2025-08-20 22:39:34
|cam3|Unknown|0|2025-08-20 22:39:34
|cam4|Unknown|0|2025-08-20 22:39:34
|cam5|Unknown|0|2025-08-20 22:39:34
|cam1|Unknown|0|2025-08-20 22:39:34
|cam2|Unknown|0|2025-08-20 22:39:34
|cam3|Unknown|0|2025-08-20 22:39:34
|cam4|Unknown|0|2025-08-20 22:39:34
|cam5|Unknown|0|2025-08-20 22:39:34
|cam1|Unknown|0|2025-08-20 22:39:35
|cam2|Unknown|0|2025-08-20 22:39:35
|cam3|Unknown|0|2025-08-20 22:39:35
|cam4|Unknown|0|2025-08-20 22:39:35
|cam5|Unknown|0|2025-08-20 22:39:35
|cam1|Unknown|0|2025-08-20 22:39:36
|cam2|Unknown|0|2025-08-20 22:39:36
|cam3|Unknown|0|2025-08-20 22:39:36
|cam4|Unknown|0|2025-08-20 22:39:36
|cam5|Unknown|0|2025-08-20 22:39:36
|cam1|Unknown|0|2025-08-20 22:39:37
|cam2|Unknown|0|2025-08-20 22:39:37
|cam3|Unknown|0|2025-08-20 22:39:37
|cam4|Unknown|0|2025-08-20 22:39:37
|cam5|Unknown|0|2025-08-20 22:39:37
|cam1|Unknown|0|2025-08-20 22:39:37
|cam2|Unknown|0|2025-08-20 22:39:37
|cam3|Unknown|0|2025-08-20 22:39:37
|cam4|Unknown|0|2025-08-20 22:39:37
|cam5|Unknown|0|2025-08-20 22:39:37
|cam1|Unknown|0|2025-08-20 22:39:38
|cam2|Unknown|0|2025-08-20 22:39:38
|cam3|Unknown|0|2025-08-20 22:39:38
|cam4|Unknown|0|2025-08-20 22:39:38
|cam5|Unknown|0|2025-08-20 22:39:38
|cam1|Unknown|0|2025-08-20 22:39:39
|cam2|Unknown|0|2025-08-20 22:39:39
|cam3|Unknown|0|2025-08-20 22:39:39
|cam4|Unknown|0|2025-08-20 22:39:39
|cam5|Unknown|0|2025-08-20 22:39:39
|cam1|Unknown|0|2025-08-20 22:39:40
|cam2|Unknown|0|2025-08-20 22:39:40
|cam3|Unknown|0|2025-08-20 22:39:40
|cam4|Unknown|0|2025-08-20 22:39:40
|cam5|Unknown|0|2025-08-20 22:39:40
|cam1|Unknown|0|2025-08-20 22:39:40
|cam2|Unknown|0|2025-08-20 22:39:40
|cam3|Unknown|0|2025-08-20 22:39:40
|cam4|Unknown|0|2025-08-20 22:39:40
|cam5|Unknown|0|2025-08-20 22:39:40
|cam1|Unknown|0|2025-08-20 22:39:41
|cam2|Unknown|0|2025-08-20 22:39:41
|cam3|Unknown|0|2025-08-20 22:39:41
|cam4|Unknown|0|2025-08-20 22:39:41
|cam5|Unknown|0|2025-08-20 22:39:41
|cam1|Unknown|0|2025-08-20 22:39:42
|cam2|Unknown|0|2025-08-20 22:39:42
|cam3|Unknown|0|2025-08-20 22:39:42
|cam4|Unknown|0|2025-08-20 22:39:42
|cam5|Unknown|0|2025-08-20 22:39:42
|cam1|Unknown|0|2025-08-20 22:39:43
|cam2|Unknown|0|2025-08-20 22:39:43
|cam3|Unknown|0|2025-08-20 22:39:43
|cam4|Unknown|0|2025-08-20 22:39:43
|cam5|Unknown|0|2025-08-20 22:39:43
|cam1|Unknown|0|2025-08-20 22:39:43
|cam2|Unknown|0|2025-08-20 22:39:43
|cam3|Unknown|0|2025-08-20 22:39:43
|cam4|Unknown|0|2025-08-20 22:39:43
|cam5|Unknown|0|2025-08-20 22:39:43
|cam1|Unknown|0|2025-08-20 22:39:44
|cam2|Unknown|0|2025-08-20 22:39:44
|cam3|Unknown|0|2025-08-20 22:39:44
|cam4|Unknown|0|2025-08-20 22:39:44
|cam5|Unknown|0|2025-08-20 22:39:44
|cam1|Unknown|0|2025-08-20 22:39:45
|cam2|Unknown|0|2025-08-20 22:39:45
|cam3|Unknown|0|2025-08-20 22:39:45
|cam4|Unknown|0|2025-08-20 22:39:45
|cam5|Unknown|0|2025-08-20 22:39:45
|cam1|Unknown|0|2025-08-20 22:39:46
|cam2|Unknown|0|2025-08-20 22:39:46
|cam3|Unknown|0|2025-08-20 22:39:46
|cam4|Unknown|0|2025-08-20 22:39:46
|cam5|Unknown|0|2025-08-20 22:39:46
|cam1|Unknown|0|2025-08-20 22:39:46
|cam2|Unknown|0|2025-08-20 22:39:46
|cam3|Unknown|0|2025-08-20 22:39:46
|cam4|Unknown|0|2025-08-20 22:39:46
|cam5|Unknown|0|2025-08-20 22:39:46
|cam1|Unknown|0|2025-08-20 22:39:47
|cam2|Unknown|0|2025-08-20 22:39:47
|cam3|Unknown|0|2025-08-20 22:39:47
|cam4|Unknown|0|2025-08-20 22:39:47
|cam5|Unknown|0|2025-08-20 22:39:47
|cam1|Unknown|0|2025-08-20 22:39:48
|cam2|Unknown|0|2025-08-20 22:39:48
|cam3|Unknown|0|2025-08-20 22:39:48
|cam4|Unknown|0|2025-08-20 22:39:48
|cam5|Unknown|0|2025-08-20 22:39:48
|cam1|Unknown|0|2025-08-20 22:39:49
|cam2|Unknown|0|2025-08-20 22:39:49
|cam3|Unknown|0|2025-08-20 22:39:49
|cam4|Unknown|0|2025-08-20 22:39:49
|cam5|Unknown|0|2025-08-20 22:39:49
|cam1|Unknown|0|2025-08-20 22:39:49
|cam2|Unknown|0|2025-08-20 22:39:49
|cam3|Unknown|0|2025-08-20 22:39:49
|cam4|Unknown|0|2025-08-20 22:39:49
|cam5|Unknown|0|2025-08-20 22:39:49
|cam1|Unknown|0|2025-08-20 22:39:50
|cam2|Unknown|0|2025-08-20 22:39:50
|cam3|Unknown|0|2025-08-20 22:39:50
|cam4|Unknown|0|2025-08-20 22:39:50
|cam5|Unknown|0|2025-08-20 22:39:50
|cam1|Unknown|0|2025-08-20 22:39:51
|cam2|Unknown|0|2025-08-20 22:39:51
|cam3|Unknown|0|2025-08-20 22:39:51
|cam4|Unknown|0|2025-08-20 22:39:51
|cam5|Unknown|0|2025-08-20 22:39:51
|cam1|Unknown|0|2025-08-20 22:39:52
|cam2|Unknown|0|2025-08-20 22:39:52
|cam3|Unknown|0|2025-08-20 22:39:52
|cam4|Unknown|0|2025-08-20 22:39:52
|cam5|Unknown|0|2025-08-20 22:39:52
|cam1|Unknown|0|2025-08-20 22:39:52
|cam2|Unknown|0|2025-08-20 22:39:52
|cam3|Unknown|0|2025-08-20 22:39:52
|cam4|Unknown|0|2025-08-20 22:39:52
|cam5|Unknown|0|2025-08-20 22:39:52
|cam1|Unknown|0|2025-08-20 22:39:53
|cam2|Unknown|0|2025-08-20 22:39:53
|cam3|Unknown|0|2025-08-20 22:39:53
|cam4|Unknown|0|2025-08-20 22:39:53
|cam5|Unknown|0|2025-08-20 22:39:53
|cam1|Unknown|0|2025-08-20 22:39:54
|cam2|Unknown|0|2025-08-20 22:39:54
|cam3|Unknown|0|2025-08-20 22:39:54
|cam4|Unknown|0|2025-08-20 22:39:54
|cam5|Unknown|0|2025-08-20 22:39:54
|cam1|Unknown|0|2025-08-20 22:39:55
|cam2|Unknown|0|2025-08-20 22:39:55
|cam3|Unknown|0|2025-08-20 22:39:55
|cam4|Unknown|0|2025-08-20 22:39:55
|cam5|Unknown|0|2025-08-20 22:39:55
|cam1|Unknown|0|2025-08-20 22:39:55
|cam2|Unknown|0|2025-08-20 22:39:55
|cam3|Unknown|0|2025-08-20 22:39:55
|cam4|Unknown|0|2025-08-20 22:39:55
|cam5|Unknown|0|2025-08-20 22:39:55
|cam1|Unknown|0|2025-08-20 22:39:56
|cam2|Unknown|0|2025-08-20 22:39:56
|cam3|Unknown|0|2025-08-20 22:39:56
|cam4|Unknown|0|2025-08-20 22:39:56
|cam5|Unknown|0|2025-08-20 22:39:56
|cam1|Unknown|0|2025-08-20 22:39:57
|cam2|Unknown|0|2025-08-20 22:39:57
|cam3|Unknown|0|2025-08-20 22:39:57
|cam4|Unknown|0|2025-08-20 22:39:57
|cam5|Unknown|0|2025-08-20 22:39:57
|cam1|Unknown|0|2025-08-20 22:39:58
|cam2|Unknown|0|2025-08-20 22:39:58
|cam3|Unknown|0|2025-08-20 22:39:58
|cam4|Unknown|0|2025-08-20 22:39:58
|cam5|Unknown|0|2025-08-20 22:39:58
|cam1|Unknown|0|2025-08-20 22:39:58
|cam2|Unknown|0|2025-08-20 22:39:58
|cam3|Unknown|0|2025-08-20 22:39:58
|cam4|Unknown|0|2025-08-20 22:39:58
|cam5|Unknown|0|2025-08-20 22:39:58
|cam1|Unknown|0|2025-08-20 22:39:59
|cam2|Unknown|0|2025-08-20 22:39:59
|cam3|Unknown|0|2025-08-20 22:39:59
|cam4|Unknown|0|2025-08-20 22:39:59
|cam5|Unknown|0|2025-08-20 22:39:59
|cam1|Unknown|0|2025-08-20 22:40:00
|cam2|Unknown|0|2025-08-20 22:40:00
|cam3|Unknown|0|2025-08-20 22:40:00
|cam4|Unknown|0|2025-08-20 22:40:00
|cam5|Unknown|0|2025-08-20 22:40:00
|cam1|Unknown|0|2025-08-20 22:40:01
|cam2|Unknown|0|2025-08-20 22:40:01
|cam3|Unknown|0|2025-08-20 22:40:01
|cam4|Unknown|0|2025-08-20 22:40:01
|cam5|Unknown|0|2025-08-20 22:40:01
|cam1|Unknown|0|2025-08-20 22:40:01
|cam2|Unknown|0|2025-08-20 22:40:01
|cam3|Unknown|0|2025-08-20 22:40:01
|cam4|Unknown|0|2025-08-20 22:40:01
|cam5|Unknown|0|2025-08-20 22:40:01
|cam1|Unknown|0|2025-08-20 22:40:02
|cam2|Unknown|0|2025-08-20 22:40:02
|cam3|Unknown|0|2025-08-20 22:40:02
|cam4|Unknown|0|2025-08-20 22:40:02
|cam5|Unknown|0|2025-08-20 22:40:02
|cam1|Unknown|0|2025-08-20 22:40:03
|cam2|Unknown|0|2025-08-20 22:40:03
|cam3|Unknown|0|2025-08-20 22:40:03
|cam4|Unknown|0|2025-08-20 22:40:03
|cam5|Unknown|0|2025-08-20 22:40:03
|cam1|Unknown|0|2025-08-20 22:40:04
|cam2|Unknown|0|2025-08-20 22:40:04
|cam3|Unknown|0|2025-08-20 22:40:04
|cam4|Unknown|0|2025-08-20 22:40:04
|cam5|Unknown|0|2025-08-20 22:40:04
|cam1|Unknown|0|2025-08-20 22:40:04
|cam2|Unknown|0|2025-08-20 22:40:04
|cam3|Unknown|0|2025-08-20 22:40:04
|cam4|Unknown|0|2025-08-20 22:40:04
|cam5|Unknown|0|2025-08-20 22:40:04
|cam1|Unknown|0|2025-08-20 22:40:05
|cam2|Unknown|0|2025-08-20 22:40:05
|cam3|Unknown|0|2025-08-20 22:40:05
|cam4|Unknown|0|2025-08-20 22:40:05
|cam5|Unknown|0|2025-08-20 22:40:05
|cam1|Unknown|0|2025-08-20 22:40:06
|cam2|Unknown|0|2025-08-20 22:40:06
|cam3|Unknown|0|2025-08-20 22:40:06
|cam4|Unknown|0|2025-08-20 22:40:06
|cam5|Unknown|0|2025-08-20 22:40:06
|cam1|Unknown|0|2025-08-20 22:40:07
|cam2|Unknown|0|2025-08-20 22:40:07
|cam3|Unknown|0|2025-08-20 22:40:07
|cam4|Unknown|0|2025-08-20 22:40:07
|cam5|Unknown|0|2025-08-20 22:40:07
|cam1|Unknown|0|2025-08-20 22:40:07
|cam2|Unknown|0|2025-08-20 22:40:07
|cam3|Unknown|0|2025-08-20 22:40:07
|cam4|Unknown|0|2025-08-20 22:40:07
|cam5|Unknown|0|2025-08-20 22:40:07
|cam1|Unknown|0|2025-08-20 22:40:08
|cam2|Unknown|0|2025-08-20 22:40:08
|cam3|Unknown|0|2025-08-20 22:40:08
|cam4|Unknown|0|2025-08-20 22:40:08
|cam5|Unknown|0|2025-08-20 22:40:08
|cam1|Unknown|0|2025-08-20 22:40:09
|cam2|Unknown|0|2025-08-20 22:40:09
|cam3|Unknown|0|2025-08-20 22:40:09
|cam4|Unknown|0|2025-08-20 22:40:09
|cam5|Unknown|0|2025-08-20 22:40:09
|cam1|Unknown|0|2025-08-20 22:40:10
|cam2|Unknown|0|2025-08-20 22:40:10
|cam3|Unknown|0|2025-08-20 22:40:10
|cam4|Unknown|0|2025-08-20 22:40:10
|cam5|Unknown|0|2025-08-20 22:40:10
|cam1|Unknown|0|2025-08-20 22:40:10
|cam2|Unknown|0|2025-08-20 22:40:10
|cam3|Unknown|0|2025-08-20 22:40:10
|cam4|Unknown|0|2025-08-20 22:40:10
|cam5|Unknown|0|2025-08-20 22:40:10
|cam1|Unknown|0|2025-08-20 22:40:11
|cam2|Unknown|0|2025-08-20 22:40:11
|cam3|Unknown|0|2025-08-20 22:40:11
|cam4|Unknown|0|2025-08-20 22:40:11
|cam5|Unknown|0|2025-08-20 22:40:11
|cam1|Unknown|0|2025-08-20 22:40:12
|cam2|Unknown|0|2025-08-20 22:40:12
|cam3|Unknown|0|2025-08-20 22:40:12
|cam4|Unknown|0|2025-08-20 22:40:12
|cam5|Unknown|0|2025-08-20 22:40:12
|cam1|Unknown|0|2025-08-20 22:40:13
|cam2|Unknown|0|2025-08-20 22:40:13
|cam3|Unknown|0|2025-08-20 22:40:13
|cam4|Unknown|0|2025-08-20 22:40:13
|cam5|Unknown|0|2025-08-20 22:40:13
|cam1|Unknown|0|2025-08-20 22:40:13
|cam2|Unknown|0|2025-08-20 22:40:13
|cam3|Unknown|0|2025-08-20 22:40:13
|cam4|Unknown|0|2025-08-20 22:40:13
|cam5|Unknown|0|2025-08-20 22:40:13
|cam1|Unknown|0|2025-08-20 22:40:14
|cam2|Unknown|0|2025-08-20 22:40:14
|cam3|Unknown|0|2025-08-20 22:40:14
|cam4|Unknown|0|2025-08-20 22:40:14
|cam5|Unknown|0|2025-08-20 22:40:14
|cam1|Unknown|0|2025-08-20 22:40:15
|cam2|Unknown|0|2025-08-20 22:40:15
|cam3|Unknown|0|2025-08-20 22:40:15
|cam4|Unknown|0|2025-08-20 22:40:15
|cam5|Unknown|0|2025-08-20 22:40:15
|cam1|Unknown|0|2025-08-20 22:40:16
|cam2|Unknown|0|2025-08-20 22:40:16
|cam3|Unknown|0|2025-08-20 22:40:16
|cam4|Unknown|0|2025-08-20 22:40:16
|cam5|Unknown|0|2025-08-20 22:40:16
|cam1|Unknown|0|2025-08-20 22:40:16
|cam2|Unknown|0|2025-08-20 22:40:16
|cam3|Unknown|0|2025-08-20 22:40:16
|cam4|Unknown|0|2025-08-20 22:40:16
|cam5|Unknown|0|2025-08-20 22:40:16
|cam1|Unknown|0|2025-08-20 22:40:17
|cam2|Unknown|0|2025-08-20 22:40:17
|cam3|Unknown|0|2025-08-20 22:40:17
|cam4|Unknown|0|2025-08-20 22:40:17
|cam5|Unknown|0|2025-08-20 22:40:17
|cam1|Unknown|0|2025-08-20 22:40:18
|cam2|Unknown|0|2025-08-20 22:40:18
|cam3|Unknown|0|2025-08-20 22:40:18
|cam4|Unknown|0|2025-08-20 22:40:18
|cam5|Unknown|0|2025-08-20 22:40:18
|cam1|Unknown|0|2025-08-20 22:40:19
|cam2|Unknown|0|2025-08-20 22:40:19
|cam3|Unknown|0|2025-08-20 22:40:19
|cam4|Unknown|0|2025-08-20 22:40:19
|cam5|Unknown|0|2025-08-20 22:40:19
|cam1|Unknown|0|2025-08-20 22:40:19
|cam2|Unknown|0|2025-08-20 22:40:19
|cam3|Unknown|0|2025-08-20 22:40:19
|cam4|Unknown|0|2025-08-20 22:40:19
|cam5|Unknown|0|2025-08-20 22:40:19
|cam1|Unknown|0|2025-08-20 22:40:20
|cam2|Unknown|0|2025-08-20 22:40:20
|cam3|Unknown|0|2025-08-20 22:40:20
|cam4|Unknown|0|2025-08-20 22:40:20
|cam5|Unknown|0|2025-08-20 22:40:20
|cam1|Unknown|0|2025-08-20 22:40:21
|cam2|Unknown|0|2025-08-20 22:40:21
|cam3|Unknown|0|2025-08-20 22:40:21
|cam4|Unknown|0|2025-08-20 22:40:21
|cam5|Unknown|0|2025-08-20 22:40:21
|cam1|Unknown|0|2025-08-20 22:40:22
|cam2|Unknown|0|2025-08-20 22:40:22
|cam3|Unknown|0|2025-08-20 22:40:22
|cam4|Unknown|0|2025-08-20 22:40:22
|cam5|Unknown|0|2025-08-20 22:40:22
|cam1|Unknown|0|2025-08-20 22:40:22
|cam2|Unknown|0|2025-08-20 22:40:22
|cam3|Unknown|0|2025-08-20 22:40:22
|cam4|Unknown|0|2025-08-20 22:40:22
|cam5|Unknown|0|2025-08-20 22:40:22
|cam1|Unknown|0|2025-08-20 22:40:23
|cam2|Unknown|0|2025-08-20 22:40:23
|cam3|Unknown|0|2025-08-20 22:40:23
|cam4|Unknown|0|2025-08-20 22:40:23
|cam5|Unknown|0|2025-08-20 22:40:23
|cam1|Unknown|0|2025-08-20 22:40:24
|cam2|Unknown|0|2025-08-20 22:40:24
|cam3|Unknown|0|2025-08-20 22:40:24
|cam4|Unknown|0|2025-08-20 22:40:24
|cam5|Unknown|0|2025-08-20 22:40:24
|cam1|Unknown|0|2025-08-20 22:40:25
|cam2|Unknown|0|2025-08-20 22:40:25
|cam3|Unknown|0|2025-08-20 22:40:25
|cam4|Unknown|0|2025-08-20 22:40:25
|cam5|Unknown|0|2025-08-20 22:40:25
|cam1|Unknown|0|2025-08-20 22:40:25
|cam2|Unknown|0|2025-08-20 22:40:25
|cam3|Unknown|0|2025-08-20 22:40:25
|cam4|Unknown|0|2025-08-20 22:40:25
|cam5|Unknown|0|2025-08-20 22:40:25
|cam1|Unknown|0|2025-08-20 22:40:26
|cam2|Unknown|0|2025-08-20 22:40:26
|cam3|Unknown|0|2025-08-20 22:40:26
|cam4|Unknown|0|2025-08-20 22:40:26
|cam5|Unknown|0|2025-08-20 22:40:26
|cam1|Unknown|0|2025-08-20 22:40:27
|cam2|Unknown|0|2025-08-20 22:40:27
|cam3|Unknown|0|2025-08-20 22:40:27
|cam4|Unknown|0|2025-08-20 22:40:27
|cam5|Unknown|0|2025-08-20 22:40:27
|cam1|Unknown|0|2025-08-20 22:40:28
|cam2|Unknown|0|2025-08-20 22:40:28
|cam3|Unknown|0|2025-08-20 22:40:28
|cam4|Unknown|0|2025-08-20 22:40:28
|cam5|Unknown|0|2025-08-20 22:40:28
|cam1|Unknown|0|2025-08-20 22:40:28
|cam2|Unknown|0|2025-08-20 22:40:28
|cam3|Unknown|0|2025-08-20 22:40:28
|cam4|Unknown|0|2025-08-20 22:40:28
|cam5|Unknown|0|2025-08-20 22:40:28
|cam1|Unknown|0|2025-08-20 22:40:29
|cam2|Unknown|0|2025-08-20 22:40:29
|cam3|Unknown|0|2025-08-20 22:40:29
|cam4|Unknown|0|2025-08-20 22:40:29
|cam5|Unknown|0|2025-08-20 22:40:29
|cam1|Unknown|3|2025-08-20 22:40:30
|cam2|Unknown|3|2025-08-20 22:40:30
|cam3|Unknown|0|2025-08-20 22:40:30
|cam4|Unknown|3|2025-08-20 22:40:30
|cam5|Unknown|3|2025-08-20 22:40:30
|cam1|Unknown|3|2025-08-20 22:40:31
|cam2|Unknown|3|2025-08-20 22:40:31
|cam3|Unknown|0|2025-08-20 22:40:31
|cam4|Unknown|0|2025-08-20 22:40:31
|cam5|Unknown|0|2025-08-20 22:40:31
|cam1|Unknown|0|2025-08-20 22:40:31
|cam2|Unknown|0|2025-08-20 22:40:31
|cam3|Unknown|0|2025-08-20 22:40:31
|cam4|Unknown|0|2025-08-20 22:40:31
|cam5|Unknown|0|2025-08-20 22:40:31
|cam1|Unknown|0|2025-08-20 22:40:32
|cam2|Unknown|0|2025-08-20 22:40:32
|cam3|Unknown|0|2025-08-20 22:40:32
|cam4|Unknown|0|2025-08-20 22:40:32
|cam5|Unknown|0|2025-08-20 22:40:32
|cam1|Unknown|0|2025-08-20 22:40:33
|cam2|Unknown|0|2025-08-20 22:40:33
|cam3|Unknown|0|2025-08-20 22:40:33
|cam4|Unknown|0|2025-08-20 22:40:33
|cam5|Unknown|0|2025-08-20 22:40:33
|cam1|Unknown|0|2025-08-20 22:40:34
|cam2|Unknown|0|2025-08-20 22:40:34
|cam3|Unknown|0|2025-08-20 22:40:34
|cam4|Unknown|0|2025-08-20 22:40:34
|cam5|Unknown|0|2025-08-20 22:40:34
|cam1|Unknown|3|2025-08-20 22:40:34
|cam2|Unknown|3|2025-08-20 22:40:34
|cam3|Unknown|0|2025-08-20 22:40:34
|cam4|Unknown|0|2025-08-20 22:40:35
|cam5|Unknown|0|2025-08-20 22:40:35
|cam1|Unknown|0|2025-08-20 22:40:35
|cam2|Unknown|0|2025-08-20 22:40:35
|cam3|Unknown|0|2025-08-20 22:40:35
|cam4|Unknown|0|2025-08-20 22:40:35
|cam5|Unknown|0|2025-08-20 22:40:35
|cam1|Unknown|0|2025-08-20 22:40:36
|cam2|Unknown|0|2025-08-20 22:40:36
|cam3|Unknown|0|2025-08-20 22:40:36
|cam4|Unknown|0|2025-08-20 22:40:36
|cam5|Unknown|0|2025-08-20 22:40:36
|cam1|Unknown|3|2025-08-20 22:40:37
|cam2|Unknown|3|2025-08-20 22:40:37
|cam3|Unknown|0|2025-08-20 22:40:37
|cam4|Unknown|0|2025-08-20 22:40:37
|cam5|Unknown|0|2025-08-20 22:40:37
|cam1|Unknown|0|2025-08-20 22:40:37
|cam2|Unknown|0|2025-08-20 22:40:37
|cam3|Unknown|0|2025-08-20 22:40:37
|cam4|Unknown|0|2025-08-20 22:40:37
|cam5|Unknown|0|2025-08-20 22:40:37
|cam1|Unknown|0|2025-08-20 22:40:38
|cam2|Unknown|0|2025-08-20 22:40:38
|cam3|Unknown|0|2025-08-20 22:40:38
|cam4|Unknown|0|2025-08-20 22:40:38
|cam5|Unknown|0|2025-08-20 22:40:38
|cam1|Unknown|0|2025-08-20 22:40:39
|cam2|Unknown|0|2025-08-20 22:40:39
|cam3|Unknown|0|2025-08-20 22:40:39
|cam4|Unknown|0|2025-08-20 22:40:39
|cam5|Unknown|0|2025-08-20 22:40:39
|cam1|Unknown|0|2025-08-20 22:40:40
|cam2|Unknown|0|2025-08-20 22:40:40
|cam3|Unknown|0|2025-08-20 22:40:40
|cam4|Unknown|0|2025-08-20 22:40:40
|cam5|Unknown|0|2025-08-20 22:40:40
|cam1|Unknown|0|2025-08-20 22:40:40
|cam2|Unknown|3|2025-08-20 22:40:40
|cam3|Unknown|0|2025-08-20 22:40:40
